Book ID,File ID(Minna De Honkoku),File ID(NDL),Book Name,Attribution,Image URL,GitHub URL
L000028,052,000019178,温冷泉試験表,東京大学地震研究所図書室,http://wwweic.eri.u-tokyo.ac.jp/dl/cont/01/G0000002erilib/000/019/000019178.jpg,https://github.com/yuta1984/honkoku-data/tree/master/v1/L000028
L000028,053,000019179,温冷泉試験表,東京大学地震研究所図書室,http://wwweic.eri.u-tokyo.ac.jp/dl/cont/01/G0000002erilib/000/019/000019179.jpg,https://github.com/yuta1984/honkoku-data/tree/master/v1/L000028
L000028,054,000019180,温冷泉試験表,東京大学地震研究所図書室,http://wwweic.eri.u-tokyo.ac.jp/dl/cont/01/G0000002erilib/000/019/000019180.jpg,https://github.com/yuta1984/honkoku-data/tree/master/v1/L000028
L000028,055,000019181,温冷泉試験表,東京大学地震研究所図書室,http://wwweic.eri.u-tokyo.ac.jp/dl/cont/01/G0000002erilib/000/019/000019181.jpg,https://github.com/yuta1984/honkoku-data/tree/master/v1/L000028
L000028,056,000019182,温冷泉試験表,東京大学地震研究所図書室,http://wwweic.eri.u-tokyo.ac.jp/dl/cont/01/G0000002erilib/000/019/000019182.jpg,https://github.com/yuta1984/honkoku-data/tree/master/v1/L000028
L000028,057,000019183,温冷泉試験表,東京大学地震研究所図書室,http://wwweic.eri.u-tokyo.ac.jp/dl/cont/01/G0000002erilib/000/019/000019183.jpg,https://github.com/yuta1984/honkoku-data/tree/master/v1/L000028
L000028,058,000019184,温冷泉試験表,東京大学地震研究所図書室,http://wwweic.eri.u-tokyo.ac.jp/dl/cont/01/G0000002erilib/000/019/000019184.jpg,https://github.com/yuta1984/honkoku-data/tree/master/v1/L000028
L000028,059,000019185,温冷泉試験表,東京大学地震研究所図書室,http://wwweic.eri.u-tokyo.ac.jp/dl/cont/01/G0000002erilib/000/019/000019185.jpg,https://github.com/yuta1984/honkoku-data/tree/master/v1/L000028
L000028,060,000019186,温冷泉試験表,東京大学地震研究所図書室,http://wwweic.eri.u-tokyo.ac.jp/dl/cont/01/G0000002erilib/000/019/000019186.jpg,https://github.com/yuta1984/honkoku-data/tree/master/v1/L000028
L000028,061,000019187,温冷泉試験表,東京大学地震研究所図書室,http://wwweic.eri.u-tokyo.ac.jp/dl/cont/01/G0000002erilib/000/019/000019187.jpg,https://github.com/yuta1984/honkoku-data/tree/master/v1/L000028
L000028,062,000019188,温冷泉試験表,東京大学地震研究所図書室,http://wwweic.eri.u-tokyo.ac.jp/dl/cont/01/G0000002erilib/000/019/000019188.jpg,https://github.com/yuta1984/honkoku-data/tree/master/v1/L000028
L000028,063,000019189,温冷泉試験表,東京大学地震研究所図書室,http://wwweic.eri.u-tokyo.ac.jp/dl/cont/01/G0000002erilib/000/019/000019189.jpg,https://github.com/yuta1984/honkoku-data/tree/master/v1/L000028
L000029,001,000019190,箱根温泉誌　全,東京大学地震研究所図書室,http://wwweic.eri.u-tokyo.ac.jp/dl/cont/01/G0000002erilib/000/019/000019190.jpg,https://github.com/yuta1984/honkoku-data/tree/master/v1/L000029
L000029,002,000019191,箱根温泉誌　全,東京大学地震研究所図書室,http://wwweic.eri.u-tokyo.ac.jp/dl/cont/01/G0000002erilib/000/019/000019191.jpg,https://github.com/yuta1984/honkoku-data/tree/master/v1/L000029
L000029,003,000019192,箱根温泉誌　全,東京大学地震研究所図書室,http://wwweic.eri.u-tokyo.ac.jp/dl/cont/01/G0000002erilib/000/019/000019192.jpg,https://github.com/yuta1984/honkoku-data/tree/master/v1/L000029
L000029,004,000019193,箱根温泉誌　全,東京大学地震研究所図書室,http://wwweic.eri.u-tokyo.ac.jp/dl/cont/01/G0000002erilib/000/019/000019193.jpg,https://github.com/yuta1984/honkoku-data/tree/master/v1/L000029
L000029,005,000019194,箱根温泉誌　全,東京大学地震研究所図書室,http://wwweic.eri.u-tokyo.ac.jp/dl/cont/01/G0000002erilib/000/019/000019194.jpg,https://github.com/yuta1984/honkoku-data/tree/master/v1/L000029
L000029,006,000019195,箱根温泉誌　全,東京大学地震研究所図書室,http://wwweic.eri.u-tokyo.ac.jp/dl/cont/01/G0000002erilib/000/019/000019195.jpg,https://github.com/yuta1984/honkoku-data/tree/master/v1/L000029
L000029,007,000019196,箱根温泉誌　全,東京大学地震研究所図書室,http://wwweic.eri.u-tokyo.ac.jp/dl/cont/01/G0000002erilib/000/019/000019196.jpg,https://github.com/yuta1984/honkoku-data/tree/master/v1/L000029
L000029,008,000019197,箱根温泉誌　全,東京大学地震研究所図書室,http://wwweic.eri.u-tokyo.ac.jp/dl/cont/01/G0000002erilib/000/019/000019197.jpg,https://github.com/yuta1984/honkoku-data/tree/master/v1/L000029
L000029,009,000019198,箱根温泉誌　全,東京大学地震研究所図書室,http://wwweic.eri.u-tokyo.ac.jp/dl/cont/01/G0000002erilib/000/019/000019198.jpg,https://github.com/yuta1984/honkoku-data/tree/master/v1/L000029
L000029,010,000019199,箱根温泉誌　全,東京大学地震研究所図書室,http://wwweic.eri.u-tokyo.ac.jp/dl/cont/01/G0000002erilib/000/019/000019199.jpg,https://github.com/yuta1984/honkoku-data/tree/master/v1/L000029
L000029,011,000019200,箱根温泉誌　全,東京大学地震研究所図書室,http://wwweic.eri.u-tokyo.ac.jp/dl/cont/01/G0000002erilib/000/019/000019200.jpg,https://github.com/yuta1984/honkoku-data/tree/master/v1/L000029
L000029,012,000019201,箱根温泉誌　全,東京大学地震研究所図書室,http://wwweic.eri.u-tokyo.ac.jp/dl/cont/01/G0000002erilib/000/019/000019201.jpg,https://github.com/yuta1984/honkoku-data/tree/master/v1/L000029
L000029,013,000019202,箱根温泉誌　全,東京大学地震研究所図書室,http://wwweic.eri.u-tokyo.ac.jp/dl/cont/01/G0000002erilib/000/019/000019202.jpg,https://github.com/yuta1984/honkoku-data/tree/master/v1/L000029
L000029,014,000019203,箱根温泉誌　全,東京大学地震研究所図書室,http://wwweic.eri.u-tokyo.ac.jp/dl/cont/01/G0000002erilib/000/019/000019203.jpg,https://github.com/yuta1984/honkoku-data/tree/master/v1/L000029
L000029,015,000019204,箱根温泉誌　全,東京大学地震研究所図書室,http://wwweic.eri.u-tokyo.ac.jp/dl/cont/01/G0000002erilib/000/019/000019204.jpg,https://github.com/yuta1984/honkoku-data/tree/master/v1/L000029
L000029,016,000019205,箱根温泉誌　全,東京大学地震研究所図書室,http://wwweic.eri.u-tokyo.ac.jp/dl/cont/01/G0000002erilib/000/019/000019205.jpg,https://github.com/yuta1984/honkoku-data/tree/master/v1/L000029
L000029,017,000019206,箱根温泉誌　全,東京大学地震研究所図書室,http://wwweic.eri.u-tokyo.ac.jp/dl/cont/01/G0000002erilib/000/019/000019206.jpg,https://github.com/yuta1984/honkoku-data/tree/master/v1/L000029
L000029,018,000019207,箱根温泉誌　全,東京大学地震研究所図書室,http://wwweic.eri.u-tokyo.ac.jp/dl/cont/01/G0000002erilib/000/019/000019207.jpg,https://github.com/yuta1984/honkoku-data/tree/master/v1/L000029
L000029,019,000019208,箱根温泉誌　全,東京大学地震研究所図書室,http://wwweic.eri.u-tokyo.ac.jp/dl/cont/01/G0000002erilib/000/019/000019208.jpg,https://github.com/yuta1984/honkoku-data/tree/master/v1/L000029
L000029,020,000019209,箱根温泉誌　全,東京大学地震研究所図書室,http://wwweic.eri.u-tokyo.ac.jp/dl/cont/01/G0000002erilib/000/019/000019209.jpg,https://github.com/yuta1984/honkoku-data/tree/master/v1/L000029
L000029,021,000019210,箱根温泉誌　全,東京大学地震研究所図書室,http://wwweic.eri.u-tokyo.ac.jp/dl/cont/01/G0000002erilib/000/019/000019210.jpg,https://github.com/yuta1984/honkoku-data/tree/master/v1/L000029
L000029,022,000019211,箱根温泉誌　全,東京大学地震研究所図書室,http://wwweic.eri.u-tokyo.ac.jp/dl/cont/01/G0000002erilib/000/019/000019211.jpg,https://github.com/yuta1984/honkoku-data/tree/master/v1/L000029
L000029,023,000019212,箱根温泉誌　全,東京大学地震研究所図書室,http://wwweic.eri.u-tokyo.ac.jp/dl/cont/01/G0000002erilib/000/019/000019212.jpg,https://github.com/yuta1984/honkoku-data/tree/master/v1/L000029
L000029,024,000019213,箱根温泉誌　全,東京大学地震研究所図書室,http://wwweic.eri.u-tokyo.ac.jp/dl/cont/01/G0000002erilib/000/019/000019213.jpg,https://github.com/yuta1984/honkoku-data/tree/master/v1/L000029
L000029,025,000019214,箱根温泉誌　全,東京大学地震研究所図書室,http://wwweic.eri.u-tokyo.ac.jp/dl/cont/01/G0000002erilib/000/019/000019214.jpg,https://github.com/yuta1984/honkoku-data/tree/master/v1/L000029
L000029,026,000019215,箱根温泉誌　全,東京大学地震研究所図書室,http://wwweic.eri.u-tokyo.ac.jp/dl/cont/01/G0000002erilib/000/019/000019215.jpg,https://github.com/yuta1984/honkoku-data/tree/master/v1/L000029
L000029,027,000019216,箱根温泉誌　全,東京大学地震研究所図書室,http://wwweic.eri.u-tokyo.ac.jp/dl/cont/01/G0000002erilib/000/019/000019216.jpg,https://github.com/yuta1984/honkoku-data/tree/master/v1/L000029
L000029,028,000019217,箱根温泉誌　全,東京大学地震研究所図書室,http://wwweic.eri.u-tokyo.ac.jp/dl/cont/01/G0000002erilib/000/019/000019217.jpg,https://github.com/yuta1984/honkoku-data/tree/master/v1/L000029
L000029,029,000019218,箱根温泉誌　全,東京大学地震研究所図書室,http://wwweic.eri.u-tokyo.ac.jp/dl/cont/01/G0000002erilib/000/019/000019218.jpg,https://github.com/yuta1984/honkoku-data/tree/master/v1/L000029
L000029,030,000019219,箱根温泉誌　全,東京大学地震研究所図書室,http://wwweic.eri.u-tokyo.ac.jp/dl/cont/01/G0000002erilib/000/019/000019219.jpg,https://github.com/yuta1984/honkoku-data/tree/master/v1/L000029
L000029,031,000019220,箱根温泉誌　全,東京大学地震研究所図書室,http://wwweic.eri.u-tokyo.ac.jp/dl/cont/01/G0000002erilib/000/019/000019220.jpg,https://github.com/yuta1984/honkoku-data/tree/master/v1/L000029
L000029,032,000019221,箱根温泉誌　全,東京大学地震研究所図書室,http://wwweic.eri.u-tokyo.ac.jp/dl/cont/01/G0000002erilib/000/019/000019221.jpg,https://github.com/yuta1984/honkoku-data/tree/master/v1/L000029
L000029,033,000019222,箱根温泉誌　全,東京大学地震研究所図書室,http://wwweic.eri.u-tokyo.ac.jp/dl/cont/01/G0000002erilib/000/019/000019222.jpg,https://github.com/yuta1984/honkoku-data/tree/master/v1/L000029
L000029,034,000019223,箱根温泉誌　全,東京大学地震研究所図書室,http://wwweic.eri.u-tokyo.ac.jp/dl/cont/01/G0000002erilib/000/019/000019223.jpg,https://github.com/yuta1984/honkoku-data/tree/master/v1/L000029
L000029,035,000019224,箱根温泉誌　全,東京大学地震研究所図書室,http://wwweic.eri.u-tokyo.ac.jp/dl/cont/01/G0000002erilib/000/019/000019224.jpg,https://github.com/yuta1984/honkoku-data/tree/master/v1/L000029
L000029,036,000019225,箱根温泉誌　全,東京大学地震研究所図書室,http://wwweic.eri.u-tokyo.ac.jp/dl/cont/01/G0000002erilib/000/019/000019225.jpg,https://github.com/yuta1984/honkoku-data/tree/master/v1/L000029
L000029,037,000019226,箱根温泉誌　全,東京大学地震研究所図書室,http://wwweic.eri.u-tokyo.ac.jp/dl/cont/01/G0000002erilib/000/019/000019226.jpg,https://github.com/yuta1984/honkoku-data/tree/master/v1/L000029
L000029,038,000019227,箱根温泉誌　全,東京大学地震研究所図書室,http://wwweic.eri.u-tokyo.ac.jp/dl/cont/01/G0000002erilib/000/019/000019227.jpg,https://github.com/yuta1984/honkoku-data/tree/master/v1/L000029
L000029,039,000019228,箱根温泉誌　全,東京大学地震研究所図書室,http://wwweic.eri.u-tokyo.ac.jp/dl/cont/01/G0000002erilib/000/019/000019228.jpg,https://github.com/yuta1984/honkoku-data/tree/master/v1/L000029
L000029,040,000019229,箱根温泉誌　全,東京大学地震研究所図書室,http://wwweic.eri.u-tokyo.ac.jp/dl/cont/01/G0000002erilib/000/019/000019229.jpg,https://github.com/yuta1984/honkoku-data/tree/master/v1/L000029
L000029,041,000019230,箱根温泉誌　全,東京大学地震研究所図書室,http://wwweic.eri.u-tokyo.ac.jp/dl/cont/01/G0000002erilib/000/019/000019230.jpg,https://github.com/yuta1984/honkoku-data/tree/master/v1/L000029
L000029,042,000019231,箱根温泉誌　全,東京大学地震研究所図書室,http://wwweic.eri.u-tokyo.ac.jp/dl/cont/01/G0000002erilib/000/019/000019231.jpg,https://github.com/yuta1984/honkoku-data/tree/master/v1/L000029
L000029,043,000019232,箱根温泉誌　全,東京大学地震研究所図書室,http://wwweic.eri.u-tokyo.ac.jp/dl/cont/01/G0000002erilib/000/019/000019232.jpg,https://github.com/yuta1984/honkoku-data/tree/master/v1/L000029
L000029,044,000019233,箱根温泉誌　全,東京大学地震研究所図書室,http://wwweic.eri.u-tokyo.ac.jp/dl/cont/01/G0000002erilib/000/019/000019233.jpg,https://github.com/yuta1984/honkoku-data/tree/master/v1/L000029
L000029,045,000019234,箱根温泉誌　全,東京大学地震研究所図書室,http://wwweic.eri.u-tokyo.ac.jp/dl/cont/01/G0000002erilib/000/019/000019234.jpg,https://github.com/yuta1984/honkoku-data/tree/master/v1/L000029
L000029,046,000019235,箱根温泉誌　全,東京大学地震研究所図書室,http://wwweic.eri.u-tokyo.ac.jp/dl/cont/01/G0000002erilib/000/019/000019235.jpg,https://github.com/yuta1984/honkoku-data/tree/master/v1/L000029
L000029,047,000019236,箱根温泉誌　全,東京大学地震研究所図書室,http://wwweic.eri.u-tokyo.ac.jp/dl/cont/01/G0000002erilib/000/019/000019236.jpg,https://github.com/yuta1984/honkoku-data/tree/master/v1/L000029
L000029,048,000019237,箱根温泉誌　全,東京大学地震研究所図書室,http://wwweic.eri.u-tokyo.ac.jp/dl/cont/01/G0000002erilib/000/019/000019237.jpg,https://github.com/yuta1984/honkoku-data/tree/master/v1/L000029
L000029,049,000019238,箱根温泉誌　全,東京大学地震研究所図書室,http://wwweic.eri.u-tokyo.ac.jp/dl/cont/01/G0000002erilib/000/019/000019238.jpg,https://github.com/yuta1984/honkoku-data/tree/master/v1/L000029
L000029,050,000019239,箱根温泉誌　全,東京大学地震研究所図書室,http://wwweic.eri.u-tokyo.ac.jp/dl/cont/01/G0000002erilib/000/019/000019239.jpg,https://github.com/yuta1984/honkoku-data/tree/master/v1/L000029
L000029,051,000019240,箱根温泉誌　全,東京大学地震研究所図書室,http://wwweic.eri.u-tokyo.ac.jp/dl/cont/01/G0000002erilib/000/019/000019240.jpg,https://github.com/yuta1984/honkoku-data/tree/master/v1/L000029
L000029,052,000019241,箱根温泉誌　全,東京大学地震研究所図書室,http://wwweic.eri.u-tokyo.ac.jp/dl/cont/01/G0000002erilib/000/019/000019241.jpg,https://github.com/yuta1984/honkoku-data/tree/master/v1/L000029
L000029,053,000019242,箱根温泉誌　全,東京大学地震研究所図書室,http://wwweic.eri.u-tokyo.ac.jp/dl/cont/01/G0000002erilib/000/019/000019242.jpg,https://github.com/yuta1984/honkoku-data/tree/master/v1/L000029
L000029,054,000019243,箱根温泉誌　全,東京大学地震研究所図書室,http://wwweic.eri.u-tokyo.ac.jp/dl/cont/01/G0000002erilib/000/019/000019243.jpg,https://github.com/yuta1984/honkoku-data/tree/master/v1/L000029
L000029,055,000019244,箱根温泉誌　全,東京大学地震研究所図書室,http://wwweic.eri.u-tokyo.ac.jp/dl/cont/01/G0000002erilib/000/019/000019244.jpg,https://github.com/yuta1984/honkoku-data/tree/master/v1/L000029
L000029,056,000019245,箱根温泉誌　全,東京大学地震研究所図書室,http://wwweic.eri.u-tokyo.ac.jp/dl/cont/01/G0000002erilib/000/019/000019245.jpg,https://github.com/yuta1984/honkoku-data/tree/master/v1/L000029
L000029,057,000019246,箱根温泉誌　全,東京大学地震研究所図書室,http://wwweic.eri.u-tokyo.ac.jp/dl/cont/01/G0000002erilib/000/019/000019246.jpg,https://github.com/yuta1984/honkoku-data/tree/master/v1/L000029
